,agency_name,agency_type_name,county_name,division_name,latitude,longitude,nibrs,nibrs_start_date,ori,region_desc,region_name,state_abbr,state_name
TX0960000,Hall County Sheriff's Office,County,HALL,West South Central,34.453189,-100.576343,False,01/01/2018,TX0960000,Region III,South,TX,Texas
TX0100000,Bandera County Sheriff's Office,County,BANDERA,West South Central,29.755681,-99.26059,False,,TX0100000,Region III,South,TX,Texas
TX1850000,Parmer County Sheriff's Office,County,PARMER,West South Central,34.532163,-102.784853,False,,TX1850000,Region III,South,TX,Texas
TX2340500,Wills Point Police Department,City,VAN ZANDT,West South Central,32.558948,-95.836391,False,06/01/2018,TX2340500,Region III,South,TX,Texas
TX1521500,New Deal Police Department,City,LUBBOCK,West South Central,33.611469,-101.819944,False,,TX1521500,Region III,South,TX,Texas
TX0740100,Bonham Police Department,City,FANNIN,West South Central,33.578056,-96.17664,False,,TX0740100,Region III,South,TX,Texas
TX0030100,Diboll Police Department,City,ANGELINA,West South Central,31.251951,-94.611056,False,,TX0030100,Region III,South,TX,Texas
TX1231000,Lamar University: Beaumont,University or College,JEFFERSON,West South Central,29.854,-94.149331,False,,TX1231000,Region III,South,TX,Texas
TX1810800,Rose City Police Department,City,ORANGE,West South Central,30.097921,-94.06103,False,,TX1810800,Region III,South,TX,Texas
TX2440000,Wilbarger County Sheriff's Office,County,WILBARGER,West South Central,34.08492,-99.24244,False,,TX2440000,Region III,South,TX,Texas
TX2201400,Haltom City Police Department,City,TARRANT,West South Central,32.77204,-97.291291,False,,TX2201400,Region III,South,TX,Texas
TX0680800,Independent School District: Ector County,Other,ECTOR,West South Central,31.865301,-102.542507,False,,TX0680800,Region III,South,TX,Texas
TX1084100,University of Texas: Rio Grande Valley,University or College,HIDALGO,West South Central,,,False,,TX1084100,Region III,South,TX,Texas
TX1015700,Houston Metropolitan Transit Authority,Other,HARRIS,West South Central,29.857273,-95.393037,False,,TX1015700,Region III,South,TX,Texas
TX2190300,Tulia Police Department,City,SWISHER,West South Central,34.538555,-101.76446,False,05/01/2018,TX2190300,Region III,South,TX,Texas
TX0250000,Brown County Sheriff's Office,County,BROWN,West South Central,31.727455,-99.001884,False,,TX0250000,Region III,South,TX,Texas
TX0420200,Santa Anna Police Department,City,COLEMAN,West South Central,31.73982,-99.323524,False,,TX0420200,Region III,South,TX,Texas
TX2360100,Huntsville Police Department,City,WALKER,West South Central,30.723814,-95.551796,True,06/01/2016,TX2360100,Region III,South,TX,Texas
TX1520400,Slaton Police Department,City,LUBBOCK,West South Central,33.438923,-101.64312,False,,TX1520400,Region III,South,TX,Texas
TX0150900,Kirby Police Department,City,BEXAR,West South Central,29.467829,-98.38129,False,07/01/2018,TX0150900,Region III,South,TX,Texas
TX0890100,Gonzales Police Department,City,GONZALES,West South Central,29.468704,-97.477738,False,,TX0890100,Region III,South,TX,Texas
TX2210100,Abilene Police Department,City,JONES; TAYLOR,West South Central,32.295054,-99.893644,True,05/01/2017,TX2210100,Region III,South,TX,Texas
TX2101300,Timpson Police Department,City,SHELBY,West South Central,31.790137,-94.142565,False,,TX2101300,Region III,South,TX,Texas
TX0570200,Balch Springs Police Department,City,DALLAS,West South Central,32.719345,-96.61623,True,02/01/2017,TX0570200,Region III,South,TX,Texas
TX2260000,Tom Green County Sheriff's Office,County,TOM GREEN,West South Central,31.46255,-100.4414,False,,TX2260000,Region III,South,TX,Texas
TX0190100,De Kalb Police Department,City,BOWIE,West South Central,33.446051,-94.422375,False,,TX0190100,Region III,South,TX,Texas
TX1530200,Tahoka Police Department,City,LYNN,West South Central,33.178412,-101.818493,False,01/01/2018,TX1530200,Region III,South,TX,Texas
TX2200300,Bedford Police Department,City,TARRANT,West South Central,32.77204,-97.291291,True,01/01/1997,TX2200300,Region III,South,TX,Texas
TX1290200,Kaufman Police Department,City,KAUFMAN,West South Central,32.587692,-96.308975,True,07/01/2016,TX1290200,Region III,South,TX,Texas
TX2271100,Lakeway Police Department,City,TRAVIS,West South Central,30.362913,-97.97955,True,01/01/2015,TX2271100,Region III,South,TX,Texas
TX2204900,University of North Texas: Health Science Center,University or College,TARRANT,West South Central,32.77204,-97.291291,False,,TX2204900,Region III,South,TX,Texas
TX0790100,Missouri City Police Department,City,HARRIS; FORT BEND,West South Central,29.526602,-95.771015,False,,TX0790100,Region III,South,TX,Texas
TX1710000,Moore County Sheriff's Office,County,MOORE,West South Central,35.858677,-101.97188,False,,TX1710000,Region III,South,TX,Texas
TX2430000,Wichita County Sheriff's Office,County,WICHITA,West South Central,33.991103,-98.716851,False,,TX2430000,Region III,South,TX,Texas
TX1540000,McCulloch County Sheriff's Office,County,MCCULLOCH,West South Central,31.205477,-99.359856,False,,TX1540000,Region III,South,TX,Texas
TX1780300,Robstown Police Department,City,NUECES,West South Central,27.738129,-97.518441,False,,TX1780300,Region III,South,TX,Texas
TX1210100,Jasper Police Department,City,JASPER,West South Central,30.916101,-94.000305,False,05/01/2018,TX1210100,Region III,South,TX,Texas
TX0571300,Highland Park Police Department,City,DALLAS,West South Central,32.8289,-96.79652,True,01/01/1998,TX0571300,Region III,South,TX,Texas
TX1860000,Pecos County Sheriff's Office,County,PECOS,West South Central,30.770894,-102.71986,False,,TX1860000,Region III,South,TX,Texas
TX0580000,Dawson County Sheriff's Office,County,DAWSON,West South Central,32.741934,-101.947322,False,,TX0580000,Region III,South,TX,Texas
TX1050700,Kyle Police Department,City,HAYS,West South Central,30.061225,-98.029267,False,06/01/2018,TX1050700,Region III,South,TX,Texas
TX1013300,Texas Southern University,University or College,HARRIS,West South Central,29.724693,-95.36266,False,,TX1013300,Region III,South,TX,Texas
TX0080100,Bellville Police Department,City,AUSTIN,West South Central,29.949772,-96.25513,True,02/01/2017,TX0080100,Region III,South,TX,Texas
TX0613200,Ponder Police Department,City,DENTON,West South Central,33.205005,-97.119046,True,01/01/2017,TX0613200,Region III,South,TX,Texas
TX0791200,Arcola Police Department,City,FORT BEND,West South Central,29.510267,-95.4664,False,,TX0791200,Region III,South,TX,Texas
TX2272200,Jonestown Police Department,City,TRAVIS,West South Central,30.239513,-97.69127,False,,TX2272200,Region III,South,TX,Texas
TX2110000,Sherman County Sheriff's Office,County,SHERMAN,West South Central,36.277628,-101.894716,False,,TX2110000,Region III,South,TX,Texas
TX2400600,Texas A&M International University,University or College,WEBB,West South Central,27.573874,-99.43269,False,,TX2400600,Region III,South,TX,Texas
TX0810000,Freestone County Sheriff's Office,County,FREESTONE,West South Central,31.70126,-96.144487,False,,TX0810000,Region III,South,TX,Texas
TX0070300,Poteet Police Department,City,ATASCOSA,West South Central,28.891397,-98.535381,False,,TX0070300,Region III,South,TX,Texas
TX1690000,Montague County Sheriff's Office,County,MONTAGUE,West South Central,33.678356,-97.725014,False,,TX1690000,Region III,South,TX,Texas
TX1000000,Hardin County Sheriff's Office,County,HARDIN,West South Central,30.329612,-94.393149,False,,TX1000000,Region III,South,TX,Texas
TX015319E,Trinity University,University or College,BEXAR,West South Central,,,False,,TX015319E,Region III,South,TX,Texas
TX1051200,Buda Police Department,City,HAYS,West South Central,30.061225,-98.029267,False,,TX1051200,Region III,South,TX,Texas
TX0270200,Marble Falls Police Department,City,BURNET,West South Central,30.78963,-98.201187,True,09/01/1997,TX0270200,Region III,South,TX,Texas
TX1840000,Parker County Sheriff's Office,County,PARKER,West South Central,32.75919,-97.787056,True,01/01/2015,TX1840000,Region III,South,TX,Texas
TX1702000,Independent School District: Conroe,Other,MONTGOMERY,West South Central,30.29126,-95.415245,False,,TX1702000,Region III,South,TX,Texas
TX2461800,Thrall Police Department,City,WILLIAMSON,West South Central,30.648024,-97.6788,False,,TX2461800,Region III,South,TX,Texas
TX1016200,Independent School District: Alief,Other,HARRIS,West South Central,29.857273,-95.393037,False,,TX1016200,Region III,South,TX,Texas
TX0470100,Comanche Police Department,City,COMANCHE,West South Central,31.898405,-98.6037,False,,TX0470100,Region III,South,TX,Texas
TX1790100,Perryton Police Department,City,OCHILTREE,West South Central,36.278744,-100.815864,True,11/01/2016,TX1790100,Region III,South,TX,Texas
TX0910100,Collinsville Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,False,,TX0910100,Region III,South,TX,Texas
TX0040100,Aransas Pass Police Department,City,NUECES; ARANSAS; SAN PATRICIO,West South Central,28.011786,-97.517162,False,,TX0040100,Region III,South,TX,Texas
TX221109E,Hardin-Simmons University,University or College,TAYLOR,West South Central,,,False,,TX221109E,Region III,South,TX,Texas
TX1410000,Lampasas County Sheriff's Office,County,LAMPASAS,West South Central,31.196731,-98.240889,False,,TX1410000,Region III,South,TX,Texas
TX0572000,Richardson Police Department,City,COLLIN; DALLAS,West South Central,32.766987,-96.778424,False,,TX0572000,Region III,South,TX,Texas
TX0310300,Harlingen Police Department,City,CAMERON,West South Central,26.102923,-97.478958,False,01/01/2018,TX0310300,Region III,South,TX,Texas
TX2120400,Tyler Police Department,City,SMITH,West South Central,32.3517,-95.30884,True,01/01/2006,TX2120400,Region III,South,TX,Texas
TX0620300,Yorktown Police Department,City,DEWITT,West South Central,29.082346,-97.361654,False,,TX0620300,Region III,South,TX,Texas
TX1010900,Humble Police Department,City,HARRIS,West South Central,29.998848,-95.2683,False,,TX1010900,Region III,South,TX,Texas
TX0750100,La Grange Police Department,City,FAYETTE,West South Central,29.877886,-96.921231,False,07/01/2018,TX0750100,Region III,South,TX,Texas
TX0320100,Pittsburg Police Department,City,CAMP,West South Central,32.995117,-94.966225,False,01/01/2018,TX0320100,Region III,South,TX,Texas
TX2290000,Tyler County Sheriff's Office,County,TYLER,West South Central,30.781633,-94.415375,False,,TX2290000,Region III,South,TX,Texas
TX0611000,Texas Woman's University,University or College,DENTON,West South Central,33.205005,-97.119046,False,10/01/2018,TX0611000,Region III,South,TX,Texas
TX1552600,Bruceville-Eddy Police Department,City,FALLS; MCLENNAN,West South Central,31.306688,-97.24659,False,,TX1552600,Region III,South,TX,Texas
TX2270400,West Lake Hills Police Department,City,TRAVIS,West South Central,30.291775,-97.79938,True,01/01/2017,TX2270400,Region III,South,TX,Texas
TX2140000,Starr County Sheriff's Office,County,STARR,West South Central,26.383215,-98.8192,False,,TX2140000,Region III,South,TX,Texas
TX1080100,Alamo Police Department,City,HIDALGO,West South Central,26.186693,-98.11052,False,08/01/2018,TX1080100,Region III,South,TX,Texas
TX0311400,Texas State Technical College: Harlingen,University or College,CAMERON,West South Central,26.102923,-97.478958,False,,TX0311400,Region III,South,TX,Texas
TX2121500,Bullard Police Department,City,CHEROKEE; SMITH,West South Central,32.375106,-95.268743,False,,TX2121500,Region III,South,TX,Texas
TX0980200,Spearman Police Department,City,HANSFORD,West South Central,36.272847,-101.35693,False,05/01/2018,TX0980200,Region III,South,TX,Texas
TX0630100,Spur Police Department,City,DICKENS,West South Central,33.476532,-100.85538,False,,TX0630100,Region III,South,TX,Texas
TX0200100,Alvin Police Department,City,BRAZORIA,West South Central,29.410925,-95.24367,False,,TX0200100,Region III,South,TX,Texas
TX0350100,Dimmitt Police Department,City,CASTRO,West South Central,34.533621,-102.258786,False,,TX0350100,Region III,South,TX,Texas
TX0780100,Crowell Police Department,City,FOARD,West South Central,33.963306,-99.816828,False,,TX0780100,Region III,South,TX,Texas
TX2480100,Kermit Police Department,City,WINKLER,West South Central,31.831415,-103.055986,False,,TX2480100,Region III,South,TX,Texas
TX2050100,Ingleside Police Department,City,SAN PATRICIO,West South Central,28.011786,-97.517162,False,,TX2050100,Region III,South,TX,Texas
TX0190300,Nash Police Department,City,BOWIE,West South Central,33.446051,-94.422375,False,,TX0190300,Region III,South,TX,Texas
TX2420000,Wheeler County Sheriff's Office,County,WHEELER,West South Central,35.392593,-100.253107,False,,TX2420000,Region III,South,TX,Texas
TX1290000,Kaufman County Sheriff's Office,County,KAUFMAN,West South Central,32.598944,-96.288378,True,06/01/2009,TX1290000,Region III,South,TX,Texas
TX1550400,Hewitt Police Department,City,MCLENNAN,West South Central,31.549493,-97.201472,True,06/01/2016,TX1550400,Region III,South,TX,Texas
TX0912300,Tom Bean Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,False,,TX0912300,Region III,South,TX,Texas
TX0340300,Linden Police Department,City,CASS,West South Central,33.083698,-94.357579,False,,TX0340300,Region III,South,TX,Texas
TX0830200,Seminole Police Department,City,GAINES,West South Central,32.719017,-102.64256,True,09/01/2017,TX0830200,Region III,South,TX,Texas
TX1330100,Kerrville Police Department,City,KERR,West South Central,30.059953,-99.353339,False,,TX1330100,Region III,South,TX,Texas
TX1760100,Newton,City,NEWTON,West South Central,30.786718,-93.73925,False,,TX1760100,Region III,South,TX,Texas
TX0430900,Princeton Police Department,City,COLLIN,West South Central,33.194745,-96.579846,True,01/01/2017,TX0430900,Region III,South,TX,Texas
TX1280200,Kenedy Police Department,City,KARNES,West South Central,28.818602,-97.850266,False,,TX1280200,Region III,South,TX,Texas
TX0201200,Sweeny Police Department,City,BRAZORIA,West South Central,29.167817,-95.434647,True,08/01/2018,TX0201200,Region III,South,TX,Texas
TX1990200,Royse City Police Department,City,HUNT; COLLIN; ROCKWALL,West South Central,32.898054,-96.404396,True,12/01/2011,TX1990200,Region III,South,TX,Texas
TX1050100,San Marcos Police Department,City,CALDWELL; HAYS,West South Central,30.061225,-98.029267,False,11/01/2018,TX1050100,Region III,South,TX,Texas
TX1017300,Independent School District: Aldine,Other,HARRIS,West South Central,29.935019,-95.35409,True,02/01/2017,TX1017300,Region III,South,TX,Texas
TX2203200,Southlake Police Department,City,DENTON; TARRANT,West South Central,32.939102,-97.183655,False,,TX2203200,Region III,South,TX,Texas
TX2460500,Round Rock Police Department,City,TRAVIS; WILLIAMSON,West South Central,30.64903,-97.605069,False,,TX2460500,Region III,South,TX,Texas
TX1270400,Stamford Police Department,City,HASKELL; JONES,West South Central,32.743709,-99.87443,False,,TX1270400,Region III,South,TX,Texas
TX1140000,Howard County Sheriff's Office,County,HOWARD,West South Central,32.303471,-101.438772,False,,TX1140000,Region III,South,TX,Texas
TX2330100,Del Rio Police Department,City,VAL VERDE,West South Central,29.383986,-100.90486,False,,TX2330100,Region III,South,TX,Texas
TX0361000,Independent School District: Barbers Hill,Other,CHAMBERS,West South Central,29.703933,-94.668875,True,01/01/2017,TX0361000,Region III,South,TX,Texas
TX0341400,Bloomburg Police Department,City,CASS,West South Central,33.083698,-94.357579,False,,TX0341400,Region III,South,TX,Texas
TX1570000,Madison County Sheriff's Office,County,MADISON,West South Central,30.961693,-95.892136,False,,TX1570000,Region III,South,TX,Texas
TX1082300,Alton Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,False,,TX1082300,Region III,South,TX,Texas
TX2410200,Wharton Police Department,City,WHARTON,West South Central,29.323185,-96.09805,False,01/01/2018,TX2410200,Region III,South,TX,Texas
TX1470300,Mexia Police Department,City,LIMESTONE,West South Central,31.547543,-96.593623,False,01/01/2018,TX1470300,Region III,South,TX,Texas
TX0313800,Los Indios,City,CAMERON,West South Central,,,False,,TX0313800,Region III,South,TX,Texas
TX1260600,Keene Police Department,City,JOHNSON,West South Central,32.3962,-97.3286,True,01/01/2014,TX1260600,Region III,South,TX,Texas
TX1250800,Orange Grove Police Department,City,JIM WELLS,West South Central,27.733516,-98.090814,False,,TX1250800,Region III,South,TX,Texas
TX0070100,Lytle Police Department,City,BEXAR; MEDINA; ATASCOSA,West South Central,28.891397,-98.535381,True,12/01/2017,TX0070100,Region III,South,TX,Texas
TX2272800,Texas Comptroller of Public Accounts Criminal Investigation Division,Other State Agency,,West South Central,,,False,01/01/2018,TX2272800,Region III,South,TX,Texas
TX0050100,Archer City Police Department,City,ARCHER,West South Central,33.616305,-98.687267,False,07/01/2018,TX0050100,Region III,South,TX,Texas
TX2130000,Somervell County Sheriff's Office,County,SOMERVELL,West South Central,32.217942,-97.769211,False,,TX2130000,Region III,South,TX,Texas
TX0270000,Burnet County Sheriff's Office,County,BURNET,West South Central,30.78963,-98.201187,False,03/01/2018,TX0270000,Region III,South,TX,Texas
TX0576800,Independent School District: Cedar Hill,Other,DALLAS,West South Central,32.588375,-96.95975,False,,TX0576800,Region III,South,TX,Texas
TX1830000,Panola County Sheriff's Office,County,PANOLA,West South Central,32.15494,-94.341286,False,,TX1830000,Region III,South,TX,Texas
TX2202100,North Richland Hills Police Department,City,TARRANT,West South Central,32.77204,-97.291291,True,08/01/2013,TX2202100,Region III,South,TX,Texas
TX1400000,Lamb County Sheriff's Office,County,LAMB,West South Central,33.917583,-102.32047,False,,TX1400000,Region III,South,TX,Texas
TX0572200,Seagoville Police Department,City,KAUFMAN; DALLAS,West South Central,32.64949,-96.54345,False,,TX0572200,Region III,South,TX,Texas
TX0310500,Los Fresnos Police Department,City,CAMERON,West South Central,26.07279,-97.47874,True,10/01/2017,TX0310500,Region III,South,TX,Texas
TX2120200,Lindale Police Department,City,SMITH,West South Central,32.375106,-95.268743,True,07/01/2011,TX2120200,Region III,South,TX,Texas
TX0740500,Trenton Police Department,City,FANNIN,West South Central,33.591161,-96.104988,False,,TX0740500,Region III,South,TX,Texas
TX0260200,Somerville Police Department,City,BURLESON,West South Central,30.493487,-96.622091,False,,TX0260200,Region III,South,TX,Texas
TX2340100,Canton Police Department,City,VAN ZANDT,West South Central,32.558948,-95.836391,False,,TX2340100,Region III,South,TX,Texas
TX1450900,Normangee Police Department,City,MADISON; LEON,West South Central,31.300493,-95.995622,True,08/01/2015,TX1450900,Region III,South,TX,Texas
TX0612300,Corinth Police Department,City,DENTON,West South Central,33.149704,-97.06156,False,,TX0612300,Region III,South,TX,Texas
TX1071000,Tool Police Department,City,HENDERSON,West South Central,32.211633,-95.853418,False,06/01/2018,TX1071000,Region III,South,TX,Texas
TX0840000,Galveston County Sheriff's Office,County,GALVESTON,West South Central,29.303543,-94.78816,False,,TX0840000,Region III,South,TX,Texas
TX0110200,Elgin Police Department,City,TRAVIS; BASTROP,West South Central,30.347258,-97.37147,True,01/01/2018,TX0110200,Region III,South,TX,Texas
TX0970200,Hico Police Department,City,HAMILTON,West South Central,31.706982,-98.111794,False,,TX0970200,Region III,South,TX,Texas
TX2280000,Trinity County Sheriff's Office,County,TRINITY,West South Central,31.087483,-95.153291,False,,TX2280000,Region III,South,TX,Texas
TX2051600,Independent School District: Taft,Other,SAN PATRICIO,West South Central,28.011786,-97.517162,False,,TX2051600,Region III,South,TX,Texas
TX0410000,Coke County Sheriff's Office,County,COKE,West South Central,31.877105,-100.635236,False,,TX0410000,Region III,South,TX,Texas
TX0540200,Lorenzo Police Department,City,CROSBY,West South Central,33.609144,-101.29871,False,,TX0540200,Region III,South,TX,Texas
TX1520800,Wolfforth Police Department,City,LUBBOCK,West South Central,33.611469,-101.819944,True,10/01/2016,TX1520800,Region III,South,TX,Texas
TX0152000,Independent School District: Judson,Other,BEXAR,West South Central,29.448671,-98.520147,False,,TX0152000,Region III,South,TX,Texas
TX2201000,Everman Police Department,City,TARRANT,West South Central,32.631054,-97.28611,False,,TX2201000,Region III,South,TX,Texas
TX0680400,University of Texas: Permian Basin,University or College,ECTOR,West South Central,31.881498,-102.32139,False,,TX0680400,Region III,South,TX,Texas
TX0620100,Cuero Police Department,City,DEWITT,West South Central,29.082346,-97.361654,True,11/01/2016,TX0620100,Region III,South,TX,Texas
TX1810400,Vidor Police Department,City,ORANGE,West South Central,30.120918,-93.893358,True,12/01/2017,TX1810400,Region III,South,TX,Texas
TX0750300,Schulenburg Police Department,City,FAYETTE,West South Central,29.877886,-96.921231,False,05/01/2018,TX0750300,Region III,South,TX,Texas
TX1610100,Bay City Police Department,City,MATAGORDA,West South Central,28.981882,-95.96749,True,02/01/2017,TX1610100,Region III,South,TX,Texas
TX0550000,Culberson County Sheriff's Office,County,CULBERSON,West South Central,31.445908,-104.526945,False,,TX0550000,Region III,South,TX,Texas
TX2270200,Manor Police Department,City,TRAVIS,West South Central,30.239513,-97.69127,False,11/01/2018,TX2270200,Region III,South,TX,Texas
TX0120000,Baylor County Sheriff's Office,County,BAYLOR,West South Central,33.587948,-99.261635,False,,TX0120000,Region III,South,TX,Texas
TX0911000,Howe Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,False,,TX0911000,Region III,South,TX,Texas
TX0573300,Rowlett Police Department,City,ROCKWALL; DALLAS,West South Central,32.766987,-96.778424,True,01/01/1998,TX0573300,Region III,South,TX,Texas
TX1820200,Mineral Wells Police Department,City,PARKER; PALO PINTO,West South Central,32.810078,-98.11293,True,01/01/2017,TX1820200,Region III,South,TX,Texas
TX2490100,Bridgeport Police Department,City,WISE,West South Central,33.213524,-97.75744,True,02/01/2017,TX2490100,Region III,South,TX,Texas
TX0980000,Hansford County Sheriff's Office,County,HANSFORD,West South Central,36.272847,-101.35693,False,,TX0980000,Region III,South,TX,Texas
TX2060100,San Saba Police Department,City,SAN SABA,West South Central,31.155138,-98.819292,True,11/01/1997,TX2060100,Region III,South,TX,Texas
TX0611200,Flower Mound Police Department,City,TARRANT; DENTON,West South Central,33.041096,-97.04453,True,04/01/2002,TX0611200,Region III,South,TX,Texas
TX0330100,Panhandle Police Department,City,CARSON,West South Central,35.405496,-101.355356,False,,TX0330100,Region III,South,TX,Texas
TX2300900,East Mountain Police Department,City,UPSHUR,West South Central,32.735349,-94.941184,False,,TX2300900,Region III,South,TX,Texas
TX0190500,Texarkana Police Department,City,BOWIE,West South Central,33.405632,-94.04313,False,,TX0190500,Region III,South,TX,Texas
TX0130000,Bee County Sheriff's Office,County,BEE,West South Central,28.416077,-97.742586,True,10/01/2016,TX0130000,Region III,South,TX,Texas
TX0990000,Hardeman County Sheriff's Office,County,HARDEMAN,West South Central,34.289904,-99.745697,True,06/01/2015,TX0990000,Region III,South,TX,Texas
TX0312900,Laguna Vista Police Department,City,CAMERON,West South Central,26.103079,-97.291176,False,04/01/2018,TX0312900,Region III,South,TX,Texas
TX0560000,Dallam County Sheriff's Office,County,DALLAM,West South Central,36.06129,-102.5219,False,,TX0560000,Region III,South,TX,Texas
TX2050300,Portland Police Department,City,SAN PATRICIO,West South Central,27.890156,-97.31499,True,06/01/2016,TX2050300,Region III,South,TX,Texas
TX0340100,Atlanta Police Department,City,CASS,West South Central,33.083698,-94.357579,False,,TX0340100,Region III,South,TX,Texas
TX1550200,Beverly Hills Police Department,City,MCLENNAN,West South Central,31.525549,-97.1494,False,,TX1550200,Region III,South,TX,Texas
TX1490100,Three Rivers Police Department,City,LIVE OAK,West South Central,28.351535,-98.126961,False,,TX1490100,Region III,South,TX,Texas
TX1980200,Calvert Police Department,City,ROBERTSON,West South Central,31.025481,-96.514941,False,,TX1980200,Region III,South,TX,Texas
TX1081000,Mission Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,False,,TX1081000,Region III,South,TX,Texas
TX0400000,Cochran County Sheriff's Office,County,COCHRAN,West South Central,33.7252,-102.75924,False,,TX0400000,Region III,South,TX,Texas
TX0912100,Tioga Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,False,10/01/2018,TX0912100,Region III,South,TX,Texas
TX1280000,Karnes County Sheriff's Office,County,KARNES,West South Central,28.885094,-97.90106,False,,TX1280000,Region III,South,TX,Texas
TX0574400,Mountain View College,University or College,DALLAS,West South Central,32.72039,-96.90166,False,,TX0574400,Region III,South,TX,Texas
TX0830000,Gaines County Sheriff's Office,County,GAINES,West South Central,32.719017,-102.642555,False,,TX0830000,Region III,South,TX,Texas
TX0610100,Argyle Police Department,City,DENTON,West South Central,33.205005,-97.119046,False,,TX0610100,Region III,South,TX,Texas
TX0201000,Pearland Police Department,City,FORT BEND; HARRIS; BRAZORIA,West South Central,29.167817,-95.434647,True,01/01/1998,TX0201000,Region III,South,TX,Texas
TX1130000,Houston County Sheriff's Office,County,HOUSTON,West South Central,31.31833,-95.46038,False,01/01/2018,TX1130000,Region III,South,TX,Texas
TX1050300,Texas State University: San Marcos,University or College,HAYS,West South Central,29.88583,-97.937836,False,,TX1050300,Region III,South,TX,Texas
TX0842200,Bayou Vista Police Department,City,GALVESTON,West South Central,29.330925,-94.93987,False,,TX0842200,Region III,South,TX,Texas
TX1560000,McMullen County Sheriff's Office,County,MCMULLEN,West South Central,28.384922,-98.578853,False,,TX1560000,Region III,South,TX,Texas
TX1990000,Rockwall County Sheriff's Office,County,ROCKWALL,West South Central,32.898054,-96.404396,True,02/01/2012,TX1990000,Region III,South,TX,Texas
TX2450900,Independent School District: Raymondville,Other,WILLACY,West South Central,26.481092,-97.584223,False,,TX2450900,Region III,South,TX,Texas
TX1340100,Junction Police Department,City,KIMBLE,West South Central,30.488403,-99.76526,False,,TX1340100,Region III,South,TX,Texas
TX1270200,Hamlin Police Department,City,JONES,West South Central,32.743709,-99.87443,False,,TX1270200,Region III,South,TX,Texas
TX1551300,West Police Department,City,MCLENNAN,West South Central,31.549493,-97.201472,False,06/01/2018,TX1551300,Region III,South,TX,Texas
TX1631000,Natalia,City,MEDINA,West South Central,29.353661,-99.111085,False,,TX1631000,Region III,South,TX,Texas
TX1120200,Sulphur Springs Police Department,City,HOPKINS,West South Central,33.13756,-95.602875,False,,TX1120200,Region III,South,TX,Texas
TX2410000,Wharton County Sheriff's Office,County,WHARTON,West South Central,29.27848,-96.229674,True,01/01/2012,TX2410000,Region III,South,TX,Texas
TX0280000,Caldwell County Sheriff's Office,County,CALDWELL,West South Central,29.840062,-97.630394,False,,TX0280000,Region III,South,TX,Texas
TX0575500,Ovilla Police Department,City,DALLAS; ELLIS,West South Central,32.527256,-96.88891,False,,TX0575500,Region III,South,TX,Texas
TX2401100,Independent School District: Laredo,Other,WEBB,West South Central,27.50718,-99.512375,False,,TX2401100,Region III,South,TX,Texas
TX0270600,Bertram Police Department,City,BURNET,West South Central,30.78963,-98.201187,False,,TX0270600,Region III,South,TX,Texas
TX1160600,Texas A&M University: Commerce,University or College,HUNT,West South Central,33.123292,-96.084202,True,03/01/2009,TX1160600,Region III,South,TX,Texas
TX0570900,Duncanville Police Department,City,DALLAS,West South Central,32.766987,-96.778424,False,,TX0570900,Region III,South,TX,Texas
TX0300100,Baird Police Department,City,CALLAHAN,West South Central,32.29315,-99.372249,False,07/01/2018,TX0300100,Region III,South,TX,Texas
TX0190600,Wake Village Police Department,City,BOWIE,West South Central,33.446051,-94.422375,False,,TX0190600,Region III,South,TX,Texas
TX0151000,Leon Valley Police Department,City,BEXAR,West South Central,29.49208,-98.61705,False,01/01/2018,TX0151000,Region III,South,TX,Texas
TX1550700,McGregor Police Department,City,MCLENNAN,West South Central,31.4415,-97.40726,False,,TX1550700,Region III,South,TX,Texas
TX0180800,Meridian Police Department,City,BOSQUE,West South Central,31.900764,-97.637632,False,,TX0180800,Region III,South,TX,Texas
TX1230800,Port Neches Police Department,City,JEFFERSON,West South Central,29.854,-94.149331,True,09/01/2016,TX1230800,Region III,South,TX,Texas
TX1720500,Naples Police Department,City,MORRIS,West South Central,33.116466,-94.731265,False,,TX1720500,Region III,South,TX,Texas
TX1551800,Texas State Technical College: Waco,University or College,MCLENNAN,West South Central,31.549493,-97.201472,False,,TX1551800,Region III,South,TX,Texas
TX2000100,Ballinger Police Department,City,RUNNELS,West South Central,31.736975,-99.94931,False,,TX2000100,Region III,South,TX,Texas
TX0700000,Ellis County Sheriff's Office,County,ELLIS,West South Central,32.388092,-96.844894,False,,TX0700000,Region III,South,TX,Texas
TX0430600,Plano Police Department,City,DENTON; COLLIN,West South Central,33.0179,-96.70228,True,07/01/2005,TX0430600,Region III,South,TX,Texas
TX1261300,Godley Police Department,City,JOHNSON,West South Central,32.379784,-97.364952,False,,TX1261300,Region III,South,TX,Texas
TX0610200,Denton Police Department,City,DENTON,West South Central,33.214447,-97.12535,True,01/01/2002,TX0610200,Region III,South,TX,Texas
TX1110100,Granbury Police Department,City,HOOD,West South Central,32.430149,-97.831677,False,,TX1110100,Region III,South,TX,Texas
